message,severity,show_cmds,debug_cmds
"%OSPF-4-ERRRCV: Received invalid packet from 10.2.2.2 on GigabitEthernet1, Bad Checksum",Critical,"sh run | sec interface, show cdp neighbors, show clock, show ip access-list, show ip ospf interface, show ip protocols, show run | sec router ospf","debug ip ospf hello, debug ip ospf packets"
%SYS-5-PRIV_AUTH: Authenticated user cisco to privileged EXEC mode,Info,,
"%OSPF-5-ADJCHG: Process 1, Nbr 192.168.1.1 on Loopback0 from FULL to DOWN, Neighbor Down: Dead timer expired",Critical,"sh run | sec interface, show cdp neighbors, show clock, show ip access-list, show ip ospf database, show ip ospf interface, show ip ospf neighbor, show run | sec router ospf","debug ip ospf adj, debug ip ospf hello, debug ip ospf packets"
"%OSPF-4-ERRRCV: Received invalid packet from 10.2.2.2 on GigabitEthernet1, Bad Checksum",Critical,"sh run | sec interface, show cdp neighbors, show clock, show ip access-list, show ip ospf database, show ip ospf interface, show run | sec router ospf, show run | section ospf","debug ip ospf adj, debug ip ospf events, debug ip ospf hello, debug ip ospf packets"
%OSPF-4-DUPRID: Duplicate router ID 1.1.1.1 detected on interface Loopback0,Critical,"sh run | sec interface, show clock, show ip access-list, show ip ospf interface, show ip ospf neighbor, show ip protocols, show lldp neighbors, show run | sec router ospf","debug ip ospf adj, debug ip ospf hello, debug ip ospf packets"
%OSPF-4-AREAMISMATCH: Mismatch area ID 0.0.0.0 expected 0.0.0.0 from 172.16.0.2,Critical,"sh run | sec interface, show cdp neighbors, show clock, show ip access-list, show ip ospf database, show ip ospf neighbor, show ip route ospf, show run | sec router ospf","debug ip ospf hello, debug ip ospf packets"
%SYS-5-STARTUP: System startup completed successfully,Info,,
%OSPF-4-BADLSATYPE: Received LSA with invalid LS type 11 from 10.1.1.1,Critical,"sh run | sec interface, show clock, show ip access-list, show ip ospf interface, show ip ospf neighbor, show ip protocols, show ip route ospf, show run | sec router ospf","debug ip ospf adj, debug ip ospf hello, debug ip ospf packets"
%SYS-5-USERLOG: User tech logged in from 10.1.3.3,Info,,
%OSPF-4-DUP_RTRID_NBR: OSPF detected duplicate router-id 3.3.3.3 from 10.1.1.1 on interface GigabitEthernet0/0,Critical,"sh run | sec interface, show clock, show ip access-list, show ip ospf database, show ip ospf interface, show ip route ospf, show run | sec router ospf","debug ip ospf adj, debug ip ospf hello, debug ip ospf packets"
%SYS-5-STARTUP: System startup completed successfully,Info,,
"%OSPF-5-ADJCHG: Process 1, Nbr 10.2.2.2 on GigabitEthernet0/0 from FULL to DOWN, Neighbor Down: Dead timer expired",Critical,"sh run | sec interface, show cdp neighbors, show clock, show ip access-list, show ip ospf interface, show ip protocols, show lldp neighbors, show run | sec router ospf, show run | section ospf","debug ip ospf events, debug ip ospf hello, debug ip ospf packets"
"%OSPF-4-INVALIDNBRSTATE: Invalid neighbor state event 3, state EXSTART, Nbr 192.168.1.1",Critical,"sh run | sec interface, show cdp neighbors, show clock, show ip access-list, show ip ospf neighbor, show lldp neighbors, show run | sec router ospf","debug ip ospf events, debug ip ospf hello, debug ip ospf packets"
%OSPF-4-BADLSATYPE: Received LSA with invalid LS type 11 from 192.168.1.1,Critical,"sh run | sec interface, show clock, show ip access-list, show ip protocols, show lldp neighbors, show run | sec router ospf, show run | section ospf","debug ip ospf hello, debug ip ospf packets"
"%OSPF-4-ERRRCV: Received invalid packet from 10.1.1.1 on GigabitEthernet1, Bad Checksum",Critical,"sh run | sec interface, show clock, show ip access-list, show ip ospf neighbor, show ip protocols, show ip route ospf, show lldp neighbors, show run | sec router ospf","debug ip ospf adj, debug ip ospf events, debug ip ospf hello, debug ip ospf packets"
%OSPF-4-UNSUPTOS: Received packet with unsupported TOS on 10.2.2.2,Warning,"show ip ospf neighbor, show ip route ospf, show cdp neighbors, show ip ospf interface","debug ip routing, debug ip packet detail, debug ip ospf hello"
"%OSPF-4-INVALIDNBRSTATE: Invalid neighbor state event 2, state EXCHANGE, Nbr 172.16.0.2",Critical,"sh run | sec interface, show cdp neighbors, show clock, show ip access-list, show ip ospf database, show ip ospf interface, show ip ospf neighbor, show ip route ospf, show run | sec router ospf","debug ip ospf adj, debug ip ospf events, debug ip ospf hello, debug ip ospf packets"
%SYS-5-EXITSHELL: User operator exited EXEC shell,Info,,
%OSPF-4-DUP_RTRID_NBR: OSPF detected duplicate router-id 3.3.3.3 from 10.2.2.2 on interface GigabitEthernet0/0,Critical,"sh run | sec interface, show cdp neighbors, show clock, show ip access-list, show lldp neighbors, show run | sec router ospf, show run | section ospf","debug ip ospf adj, debug ip ospf events, debug ip ospf hello, debug ip ospf packets"
%SYS-5-LOGGING: Enabled logging on VTY line,Info,,
%OSPF-4-HELLOFAIL: Neighbor 10.2.2.2 not responding on interface GigabitEthernet1,Critical,"sh run | sec interface, show clock, show ip access-list, show ip ospf database, show ip ospf interface, show ip protocols, show run | sec router ospf, show run | section ospf","debug ip ospf adj, debug ip ospf hello, debug ip ospf packets"
%OSPF-4-DUP_RTRID_NBR: OSPF detected duplicate router-id 1.1.1.1 from 172.16.0.2 on interface GigabitEthernet1,Critical,"sh run | sec interface, show clock, show ip access-list, show ip ospf database, show ip ospf neighbor, show ip route ospf, show lldp neighbors, show run | sec router ospf, show run | section ospf","debug ip ospf adj, debug ip ospf hello, debug ip ospf packets"
"%OSPF-4-INVALIDNBRSTATE: Invalid neighbor state event 3, state INIT, Nbr 192.168.1.1",Critical,"sh run | sec interface, show cdp neighbors, show clock, show ip access-list, show ip ospf database, show ip ospf interface, show lldp neighbors, show run | sec router ospf","debug ip ospf adj, debug ip ospf hello, debug ip ospf packets"
%OSPF-4-UNSUPTOS: Received packet with unsupported TOS on 172.16.0.2,Warning,"show ip ospf database, show cdp neighbors, show lldp neighbors","debug ip routing, debug ip ospf events, debug ip packet detail"
%SYS-5-USERLOG: User cisco logged in from 10.1.2.3,Info,,
%SYS-5-PRIV_AUTH: Authenticated user operator to privileged EXEC mode,Info,,
"%OSPF-5-ADJCHG: Process 1, Nbr 10.2.2.2 on Loopback0 from FULL to DOWN, Neighbor Down: Dead timer expired",Critical,"sh run | sec interface, show clock, show ip access-list, show ip ospf database, show ip protocols, show ip route ospf, show run | sec router ospf","debug ip ospf adj, debug ip ospf events, debug ip ospf hello, debug ip ospf packets"
%SYS-5-LOGGING: Enabled logging on VTY line,Info,,
"%OSPF-4-ERRRCV: Received invalid packet from 172.16.0.2 on GigabitEthernet0/0, Bad Checksum",Critical,"sh run | sec interface, show clock, show ip access-list, show ip ospf database, show lldp neighbors, show run | sec router ospf, show run | section ospf","debug ip ospf events, debug ip ospf hello, debug ip ospf packets"
%SYS-5-PRIV_AUTH: Authenticated user admin to privileged EXEC mode,Info,,
"%OSPF-5-ADJCHG: Process 1, Nbr 10.2.2.2 on Loopback0 from FULL to DOWN, Neighbor Down: Dead timer expired",Critical,"sh run | sec interface, show cdp neighbors, show clock, show ip access-list, show ip ospf interface, show ip ospf neighbor, show lldp neighbors, show run | sec router ospf, show run | section ospf","debug ip ospf adj, debug ip ospf hello, debug ip ospf packets"
%OSPF-4-DUP_RTRID_NBR: OSPF detected duplicate router-id 3.3.3.3 from 192.168.1.1 on interface GigabitEthernet0/0,Critical,"sh run | sec interface, show clock, show ip access-list, show ip ospf database, show ip ospf interface, show ip route ospf, show run | sec router ospf, show run | section ospf","debug ip ospf events, debug ip ospf hello, debug ip ospf packets"
%OSPF-4-BADLSATYPE: Received LSA with invalid LS type 11 from 10.2.2.2,Critical,"sh run | sec interface, show cdp neighbors, show clock, show ip access-list, show ip ospf database, show ip ospf interface, show ip protocols, show run | sec router ospf","debug ip ospf adj, debug ip ospf events, debug ip ospf hello, debug ip ospf packets"
%SYS-5-EXITSHELL: User operator exited EXEC shell,Info,,
"%OSPF-5-ADJCHG: Process 1, Nbr 192.168.1.1 on Loopback0 from FULL to DOWN, Neighbor Down: Dead timer expired",Critical,"sh run | sec interface, show cdp neighbors, show clock, show ip access-list, show ip ospf database, show lldp neighbors, show run | sec router ospf","debug ip ospf adj, debug ip ospf events, debug ip ospf hello, debug ip ospf packets"
"%OSPF-5-ADJCHG: Process 1, Nbr 10.2.2.2 on GigabitEthernet1 from FULL to DOWN, Neighbor Down: Dead timer expired",Critical,"sh run | sec interface, show clock, show ip access-list, show ip ospf database, show ip ospf neighbor, show ip route ospf, show run | sec router ospf","debug ip ospf adj, debug ip ospf hello, debug ip ospf packets"
%SYS-5-LOGIN_SUCCESS: User netops successfully logged in from 10.2.2.2,Info,,
%SYS-5-CONFIG_I: Configured from console by console,Info,,
%SYS-5-LOGIN_SUCCESS: User admin successfully logged in from 10.1.3.1,Info,,
%OSPF-4-DUP_RTRID_NBR: OSPF detected duplicate router-id 2.2.2.2 from 172.16.0.2 on interface Loopback0,Critical,"sh run | sec interface, show clock, show ip access-list, show ip ospf interface, show ip protocols, show ip route ospf, show lldp neighbors, show run | sec router ospf, show run | section ospf","debug ip ospf adj, debug ip ospf hello, debug ip ospf packets"
%SYS-5-CONFIG_I: Configured from console by console,Info,,
"%OSPF-4-INVALIDNBRSTATE: Invalid neighbor state event 3, state EXCHANGE, Nbr 192.168.1.1",Critical,"sh run | sec interface, show clock, show ip access-list, show ip ospf neighbor, show ip route ospf, show run | sec router ospf, show run | section ospf","debug ip ospf adj, debug ip ospf events, debug ip ospf hello, debug ip ospf packets"
%OSPF-4-BADLSATYPE: Received LSA with invalid LS type 12 from 172.16.0.2,Critical,"sh run | sec interface, show cdp neighbors, show clock, show ip access-list, show ip ospf interface, show ip route ospf, show run | sec router ospf, show run | section ospf","debug ip ospf adj, debug ip ospf hello, debug ip ospf packets"
"%OSPF-4-ERRRCV: Received invalid packet from 172.16.0.2 on GigabitEthernet0/0, Bad Checksum",Critical,"sh run | sec interface, show clock, show ip access-list, show ip ospf neighbor, show ip protocols, show run | sec router ospf, show run | section ospf","debug ip ospf hello, debug ip ospf packets"
%OSPF-4-DUP_RTRID_NBR: OSPF detected duplicate router-id 2.2.2.2 from 192.168.1.1 on interface GigabitEthernet0/0,Critical,"sh run | sec interface, show clock, show ip access-list, show ip ospf database, show ip ospf interface, show ip route ospf, show run | sec router ospf, show run | section ospf","debug ip ospf hello, debug ip ospf packets"
%OSPF-4-DUP_RTRID_NBR: OSPF detected duplicate router-id 2.2.2.2 from 10.2.2.2 on interface Loopback0,Critical,"sh run | sec interface, show clock, show ip access-list, show ip ospf database, show ip ospf interface, show ip route ospf, show lldp neighbors, show run | sec router ospf, show run | section ospf","debug ip ospf events, debug ip ospf hello, debug ip ospf packets"
%OSPF-4-DUP_RTRID_NBR: OSPF detected duplicate router-id 2.2.2.2 from 192.168.1.1 on interface GigabitEthernet1,Critical,"sh run | sec interface, show clock, show ip access-list, show ip ospf database, show ip ospf interface, show ip route ospf, show run | sec router ospf, show run | section ospf","debug ip ospf events, debug ip ospf hello, debug ip ospf packets"
%OSPF-4-HELLOFAIL: Neighbor 10.2.2.2 not responding on interface GigabitEthernet1,Critical,"sh run | sec interface, show clock, show ip access-list, show ip ospf database, show ip ospf interface, show ip protocols, show ip route ospf, show lldp neighbors, show run | sec router ospf","debug ip ospf events, debug ip ospf hello, debug ip ospf packets"
%SYS-5-LOGGINGHOST_STARTSTOP: Logging to host 10.3.2.3 started,Info,,
%SYS-5-USERLOG: User cisco logged in from 10.2.1.3,Info,,
%SYS-5-EXITSHELL: User cisco exited EXEC shell,Info,,
%OSPF-4-HELLOFAIL: Neighbor 10.2.2.2 not responding on interface GigabitEthernet1,Critical,"sh run | sec interface, show cdp neighbors, show clock, show ip access-list, show ip ospf interface, show ip ospf neighbor, show run | sec router ospf","debug ip ospf hello, debug ip ospf packets"
%OSPF-4-DUP_RTRID_NBR: OSPF detected duplicate router-id 1.1.1.1 from 192.168.1.1 on interface Loopback0,Critical,"sh run | sec interface, show cdp neighbors, show clock, show ip access-list, show ip ospf interface, show ip ospf neighbor, show ip protocols, show run | sec router ospf","debug ip ospf hello, debug ip ospf packets"
%OSPF-4-AREAMISMATCH: Mismatch area ID 0.0.0.1 expected 0.0.0.1 from 10.1.1.1,Critical,"sh run | sec interface, show clock, show ip access-list, show ip ospf interface, show lldp neighbors, show run | sec router ospf, show run | section ospf","debug ip ospf hello, debug ip ospf packets"
%SYS-5-PRIV_AUTH: Authenticated user admin to privileged EXEC mode,Info,,
%OSPF-4-DUP_RTRID_NBR: OSPF detected duplicate router-id 3.3.3.3 from 10.2.2.2 on interface Loopback0,Critical,"sh run | sec interface, show clock, show ip access-list, show ip ospf database, show ip ospf interface, show ip route ospf, show run | sec router ospf","debug ip ospf events, debug ip ospf hello, debug ip ospf packets"
"%OSPF-4-ERRRCV: Received invalid packet from 172.16.0.2 on Loopback0, Bad Checksum",Critical,"sh run | sec interface, show cdp neighbors, show clock, show ip access-list, show ip ospf database, show ip route ospf, show run | sec router ospf","debug ip ospf adj, debug ip ospf events, debug ip ospf hello, debug ip ospf packets"
%OSPF-4-UNSUPTOS: Received packet with unsupported TOS on 172.16.0.2,Warning,"show ip ospf database, show run | section ospf, show lldp neighbors, show ip ospf interface","debug ip ospf hello, debug ip packet detail, debug ip routing"
%OSPF-4-HELLOFAIL: Neighbor 10.2.2.2 not responding on interface GigabitEthernet1,Critical,"sh run | sec interface, show cdp neighbors, show clock, show ip access-list, show ip ospf database, show ip ospf interface, show ip route ospf, show run | sec router ospf, show run | section ospf","debug ip ospf adj, debug ip ospf events, debug ip ospf hello, debug ip ospf packets"
"%OSPF-5-ADJCHG: Process 1, Nbr 10.1.1.1 on GigabitEthernet0/0 from FULL to DOWN, Neighbor Down: Dead timer expired",Critical,"sh run | sec interface, show clock, show ip access-list, show ip ospf database, show ip ospf interface, show ip ospf neighbor, show lldp neighbors, show run | sec router ospf, show run | section ospf","debug ip ospf hello, debug ip ospf packets"
%SYS-5-LOGIN_SUCCESS: User tech successfully logged in from 10.2.2.1,Info,,
%SYS-5-LOGIN_SUCCESS: User admin successfully logged in from 10.1.1.2,Info,,
%OSPF-4-DUP_RTRID_NBR: OSPF detected duplicate router-id 2.2.2.2 from 172.16.0.2 on interface GigabitEthernet0/0,Critical,"sh run | sec interface, show clock, show ip access-list, show ip ospf database, show ip ospf interface, show ip ospf neighbor, show ip protocols, show run | sec router ospf","debug ip ospf events, debug ip ospf hello, debug ip ospf packets"
%SYS-5-CONFIG_I: Configured from console by console,Info,,
%OSPF-4-DUP_RTRID_NBR: OSPF detected duplicate router-id 3.3.3.3 from 172.16.0.2 on interface Loopback0,Critical,"sh run | sec interface, show cdp neighbors, show clock, show ip access-list, show ip ospf database, show ip route ospf, show run | sec router ospf, show run | section ospf","debug ip ospf events, debug ip ospf hello, debug ip ospf packets"
%OSPF-4-DUP_RTRID_NBR: OSPF detected duplicate router-id 2.2.2.2 from 192.168.1.1 on interface GigabitEthernet1,Critical,"sh run | sec interface, show clock, show ip access-list, show ip ospf interface, show ip protocols, show ip route ospf, show run | sec router ospf, show run | section ospf","debug ip ospf adj, debug ip ospf hello, debug ip ospf packets"
"%OSPF-5-ADJCHG: Process 1, Nbr 10.2.2.2 on GigabitEthernet1 from FULL to DOWN, Neighbor Down: Dead timer expired",Critical,"sh run | sec interface, show clock, show ip access-list, show ip ospf database, show ip route ospf, show run | sec router ospf, show run | section ospf","debug ip ospf adj, debug ip ospf events, debug ip ospf hello, debug ip ospf packets"
%SYS-5-EXITSHELL: User admin exited EXEC shell,Info,,
%OSPF-4-DUP_RTRID_NBR: OSPF detected duplicate router-id 1.1.1.1 from 192.168.1.1 on interface Loopback0,Critical,"sh run | sec interface, show clock, show ip access-list, show ip ospf database, show ip ospf neighbor, show ip protocols, show ip route ospf, show run | sec router ospf, show run | section ospf","debug ip ospf adj, debug ip ospf events, debug ip ospf hello, debug ip ospf packets"
%OSPF-4-UNSUPTOS: Received packet with unsupported TOS on 10.2.2.2,Warning,"show ip ospf interface, show cdp neighbors, show ip route ospf","debug ip packet detail, debug ip routing, debug ip ospf adj"
"%OSPF-5-ADJCHG: Process 1, Nbr 172.16.0.2 on GigabitEthernet0/0 from FULL to DOWN, Neighbor Down: Dead timer expired",Critical,"sh run | sec interface, show cdp neighbors, show clock, show ip access-list, show ip ospf neighbor, show ip protocols, show ip route ospf, show lldp neighbors, show run | sec router ospf","debug ip ospf events, debug ip ospf hello, debug ip ospf packets"
%OSPF-4-HELLOFAIL: Neighbor 172.16.0.2 not responding on interface Loopback0,Critical,"sh run | sec interface, show cdp neighbors, show clock, show ip access-list, show ip ospf neighbor, show ip protocols, show lldp neighbors, show run | sec router ospf","debug ip ospf adj, debug ip ospf events, debug ip ospf hello, debug ip ospf packets"
%SYS-5-LOGGINGHOST_STARTSTOP: Logging to host 10.3.2.2 started,Info,,
"%OSPF-4-ERRRCV: Received invalid packet from 10.1.1.1 on Loopback0, Bad Checksum",Critical,"sh run | sec interface, show cdp neighbors, show clock, show ip access-list, show ip ospf database, show ip ospf neighbor, show ip route ospf, show lldp neighbors, show run | sec router ospf","debug ip ospf adj, debug ip ospf events, debug ip ospf hello, debug ip ospf packets"
%OSPF-4-HELLOFAIL: Neighbor 10.2.2.2 not responding on interface GigabitEthernet0/0,Critical,"sh run | sec interface, show clock, show ip access-list, show ip ospf database, show ip ospf neighbor, show ip route ospf, show lldp neighbors, show run | sec router ospf","debug ip ospf adj, debug ip ospf events, debug ip ospf hello, debug ip ospf packets"
%SYS-5-CONFIG_I: Configured from console by console,Info,,
"%OSPF-4-INVALIDNBRSTATE: Invalid neighbor state event 3, state INIT, Nbr 10.2.2.2",Critical,"sh run | sec interface, show cdp neighbors, show clock, show ip access-list, show ip ospf interface, show ip protocols, show run | sec router ospf, show run | section ospf","debug ip ospf adj, debug ip ospf events, debug ip ospf hello, debug ip ospf packets"
%SYS-5-CONFIG_I: Configured from console by console,Info,,
"%OSPF-5-ADJCHG: Process 1, Nbr 10.1.1.1 on GigabitEthernet1 from FULL to DOWN, Neighbor Down: Dead timer expired",Critical,"sh run | sec interface, show clock, show ip access-list, show ip ospf interface, show ip ospf neighbor, show ip protocols, show run | sec router ospf, show run | section ospf","debug ip ospf adj, debug ip ospf events, debug ip ospf hello, debug ip ospf packets"
"%OSPF-4-ERRRCV: Received invalid packet from 192.168.1.1 on GigabitEthernet1, Bad Checksum",Critical,"sh run | sec interface, show cdp neighbors, show clock, show ip access-list, show ip ospf database, show lldp neighbors, show run | sec router ospf","debug ip ospf events, debug ip ospf hello, debug ip ospf packets"
"%OSPF-5-ADJCHG: Process 1, Nbr 172.16.0.2 on GigabitEthernet0/0 from LOADING to FULL, Loading Done",Info,"show ip ospf interface, show ip ospf neighbor, show ip route ospf","debug ip ospf adj, debug ip routing, debug ip ospf events, debug ip packet detail"
%SYS-5-RELOAD: Reload requested by admin,Info,,
%OSPF-4-DUP_RTRID_NBR: OSPF detected duplicate router-id 3.3.3.3 from 192.168.1.1 on interface GigabitEthernet1,Critical,"sh run | sec interface, show cdp neighbors, show clock, show ip access-list, show ip ospf database, show ip ospf neighbor, show ip protocols, show run | sec router ospf, show run | section ospf","debug ip ospf events, debug ip ospf hello, debug ip ospf packets"
%OSPF-4-BADLSATYPE: Received LSA with invalid LS type 11 from 10.1.1.1,Critical,"sh run | sec interface, show clock, show ip access-list, show ip ospf interface, show ip ospf neighbor, show ip protocols, show lldp neighbors, show run | sec router ospf, show run | section ospf","debug ip ospf events, debug ip ospf hello, debug ip ospf packets"
%OSPF-4-DUP_RTRID_NBR: OSPF detected duplicate router-id 2.2.2.2 from 10.2.2.2 on interface Loopback0,Critical,"sh run | sec interface, show cdp neighbors, show clock, show ip access-list, show ip ospf database, show ip protocols, show lldp neighbors, show run | sec router ospf","debug ip ospf events, debug ip ospf hello, debug ip ospf packets"
"%OSPF-5-ADJCHG: Process 1, Nbr 10.2.2.2 on GigabitEthernet1 from LOADING to FULL, Loading Done",Info,"show run | section ospf, show cdp neighbors, show ip ospf database","debug ip ospf hello, debug ip ospf adj, debug ip packet detail"
"%OSPF-4-INVALIDNBRSTATE: Invalid neighbor state event 1, state EXSTART, Nbr 172.16.0.2",Critical,"sh run | sec interface, show clock, show ip access-list, show ip ospf neighbor, show ip protocols, show run | sec router ospf, show run | section ospf","debug ip ospf adj, debug ip ospf hello, debug ip ospf packets"
%OSPF-4-DUP_RTRID_NBR: OSPF detected duplicate router-id 1.1.1.1 from 10.2.2.2 on interface GigabitEthernet0/0,Critical,"sh run | sec interface, show clock, show ip access-list, show ip ospf interface, show ip protocols, show lldp neighbors, show run | sec router ospf","debug ip ospf adj, debug ip ospf hello, debug ip ospf packets"
%OSPF-4-DUP_RTRID_NBR: OSPF detected duplicate router-id 2.2.2.2 from 10.2.2.2 on interface Loopback0,Critical,"sh run | sec interface, show clock, show ip access-list, show ip ospf database, show ip ospf interface, show ip ospf neighbor, show ip route ospf, show run | sec router ospf","debug ip ospf events, debug ip ospf hello, debug ip ospf packets"
%OSPF-4-UNSUPTOS: Received packet with unsupported TOS on 172.16.0.2,Warning,"show run | section ospf, show ip route ospf, show ip ospf database, show cdp neighbors","debug ip ospf adj, debug ip ospf events, debug ip packet detail, debug ip ospf hello"
"%OSPF-4-INVALIDNBRSTATE: Invalid neighbor state event 1, state EXSTART, Nbr 172.16.0.2",Critical,"sh run | sec interface, show cdp neighbors, show clock, show ip access-list, show ip ospf neighbor, show ip protocols, show ip route ospf, show lldp neighbors, show run | sec router ospf","debug ip ospf events, debug ip ospf hello, debug ip ospf packets"
%SYS-5-RELOAD: Reload requested by admin,Info,,
%OSPF-4-DUPRID: Duplicate router ID 2.2.2.2 detected on interface Loopback0,Critical,"sh run | sec interface, show clock, show ip access-list, show ip ospf database, show ip ospf neighbor, show ip protocols, show ip route ospf, show run | sec router ospf, show run | section ospf","debug ip ospf adj, debug ip ospf events, debug ip ospf hello, debug ip ospf packets"
%OSPF-4-AREAMISMATCH: Mismatch area ID 0.0.0.1 expected 0.0.0.0 from 10.1.1.1,Critical,"sh run | sec interface, show clock, show ip access-list, show ip ospf database, show ip protocols, show ip route ospf, show lldp neighbors, show run | sec router ospf","debug ip ospf events, debug ip ospf hello, debug ip ospf packets"
"%OSPF-5-ADJCHG: Process 1, Nbr 192.168.1.1 on Loopback0 from FULL to DOWN, Neighbor Down: Dead timer expired",Critical,"sh run | sec interface, show clock, show ip access-list, show ip ospf database, show ip ospf interface, show ip route ospf, show lldp neighbors, show run | sec router ospf","debug ip ospf adj, debug ip ospf events, debug ip ospf hello, debug ip ospf packets"
"%OSPF-5-ADJCHG: Process 1, Nbr 10.2.2.2 on Loopback0 from LOADING to FULL, Loading Done",Info,"show ip protocols, show lldp neighbors, show run | section ospf, show ip ospf database, show ip route ospf","debug ip packet detail, debug ip ospf events, debug ip ospf adj, debug ip ospf hello"
%OSPF-4-DUPRID: Duplicate router ID 3.3.3.3 detected on interface GigabitEthernet1,Critical,"sh run | sec interface, show cdp neighbors, show clock, show ip access-list, show ip ospf interface, show ip route ospf, show lldp neighbors, show run | sec router ospf, show run | section ospf","debug ip ospf adj, debug ip ospf events, debug ip ospf hello, debug ip ospf packets"
%OSPF-4-DUP_RTRID_NBR: OSPF detected duplicate router-id 2.2.2.2 from 10.1.1.1 on interface GigabitEthernet1,Critical,"sh run | sec interface, show clock, show ip access-list, show ip ospf neighbor, show ip route ospf, show lldp neighbors, show run | sec router ospf, show run | section ospf","debug ip ospf adj, debug ip ospf events, debug ip ospf hello, debug ip ospf packets"
"%OSPF-4-INVALIDNBRSTATE: Invalid neighbor state event 3, state EXSTART, Nbr 192.168.1.1",Critical,"sh run | sec interface, show clock, show ip access-list, show ip ospf interface, show ip protocols, show run | sec router ospf, show run | section ospf","debug ip ospf events, debug ip ospf hello, debug ip ospf packets"
%SYS-5-LOGGINGHOST_STARTSTOP: Logging to host 10.1.2.3 started,Info,,
%OSPF-4-DUP_RTRID_NBR: OSPF detected duplicate router-id 2.2.2.2 from 172.16.0.2 on interface GigabitEthernet0/0,Critical,"sh run | sec interface, show cdp neighbors, show clock, show ip access-list, show ip ospf neighbor, show ip route ospf, show lldp neighbors, show run | sec router ospf, show run | section ospf","debug ip ospf adj, debug ip ospf events, debug ip ospf hello, debug ip ospf packets"
%SYS-5-LOGIN_SUCCESS: User operator successfully logged in from 10.2.2.3,Info,,
%SYS-5-LOGGING: Enabled logging on VTY line,Info,,
%OSPF-4-DUP_RTRID_NBR: OSPF detected duplicate router-id 3.3.3.3 from 192.168.1.1 on interface GigabitEthernet1,Critical,"sh run | sec interface, show clock, show ip access-list, show ip ospf database, show ip protocols, show lldp neighbors, show run | sec router ospf","debug ip ospf hello, debug ip ospf packets"
"%OSPF-4-ERRRCV: Received invalid packet from 172.16.0.2 on GigabitEthernet0/0, Bad Checksum",Critical,"sh run | sec interface, show clock, show ip access-list, show ip ospf interface, show ip protocols, show lldp neighbors, show run | sec router ospf","debug ip ospf adj, debug ip ospf hello, debug ip ospf packets"
"%OSPF-5-ADJCHG: Process 1, Nbr 10.2.2.2 on GigabitEthernet0/0 from FULL to DOWN, Neighbor Down: Dead timer expired",Critical,"sh run | sec interface, show clock, show ip access-list, show ip ospf database, show lldp neighbors, show run | sec router ospf, show run | section ospf","debug ip ospf adj, debug ip ospf events, debug ip ospf hello, debug ip ospf packets"
%OSPF-4-AREAMISMATCH: Mismatch area ID 0.0.1.1 expected 0.0.0.1 from 10.2.2.2,Critical,"sh run | sec interface, show cdp neighbors, show clock, show ip access-list, show ip ospf interface, show lldp neighbors, show run | sec router ospf, show run | section ospf","debug ip ospf hello, debug ip ospf packets"
"%OSPF-5-ADJCHG: Process 1, Nbr 10.1.1.1 on Loopback0 from LOADING to FULL, Loading Done",Info,"show ip ospf database, show run | section ospf, show ip ospf neighbor, show lldp neighbors, show cdp neighbors","debug ip ospf adj, debug ip ospf hello, debug ip ospf events, debug ip routing"
%SYS-5-USERLOG: User admin logged in from 10.2.2.3,Info,,
%OSPF-4-BADLSATYPE: Received LSA with invalid LS type 6 from 172.16.0.2,Critical,"sh run | sec interface, show clock, show ip access-list, show ip ospf neighbor, show ip protocols, show ip route ospf, show run | sec router ospf","debug ip ospf adj, debug ip ospf hello, debug ip ospf packets"
%OSPF-4-UNSUPTOS: Received packet with unsupported TOS on 10.2.2.2,Warning,"show ip route ospf, show ip ospf database, show run | section ospf, show ip protocols","debug ip packet detail, debug ip ospf events, debug ip routing"
%OSPF-4-DUP_RTRID_NBR: OSPF detected duplicate router-id 3.3.3.3 from 10.2.2.2 on interface GigabitEthernet1,Critical,"sh run | sec interface, show cdp neighbors, show clock, show ip access-list, show ip ospf neighbor, show lldp neighbors, show run | sec router ospf, show run | section ospf","debug ip ospf events, debug ip ospf hello, debug ip ospf packets"
%SYS-5-USERLOG: User cisco logged in from 10.2.1.2,Info,,
%OSPF-4-BADLSATYPE: Received LSA with invalid LS type 6 from 192.168.1.1,Critical,"sh run | sec interface, show cdp neighbors, show clock, show ip access-list, show ip ospf database, show ip ospf interface, show ip ospf neighbor, show ip route ospf, show run | sec router ospf","debug ip ospf hello, debug ip ospf packets"
%OSPF-4-HELLOFAIL: Neighbor 172.16.0.2 not responding on interface Loopback0,Critical,"sh run | sec interface, show clock, show ip access-list, show ip ospf database, show ip ospf interface, show ip ospf neighbor, show ip route ospf, show run | sec router ospf, show run | section ospf","debug ip ospf adj, debug ip ospf events, debug ip ospf hello, debug ip ospf packets"
%OSPF-4-DUPRID: Duplicate router ID 2.2.2.2 detected on interface Loopback0,Critical,"sh run | sec interface, show clock, show ip access-list, show ip ospf database, show ip protocols, show ip route ospf, show lldp neighbors, show run | sec router ospf","debug ip ospf events, debug ip ospf hello, debug ip ospf packets"
%SYS-5-USERLOG: User tech logged in from 10.1.3.3,Info,,
%SYS-5-PRIV_AUTH: Authenticated user netops to privileged EXEC mode,Info,,
